order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ03480,7/01/2018,8:10:08,Breakfast,NS,"[('Coffee', 6), ('Salad', 10), ('Eggs', 4)]",343,-37.8125407,144.9364331,1,10.044,8.1183448
ORDX05062,5/12/2018,19:09:17,Dinner,BK,"[('Fish&Chips', 6), ('Pasta', 10)]",485,-37.8187903,144.9553389,0,8.583,15.2416334
ORDB06066,28/10/2018,17:58:18,Dinner,TP,"[('Shrimp', 4), ('Salmon', 10), ('Pasta', 7), ('Fries', 9)]",1133.5,-37.8096634,144.9475724,0,9.693,15.2041023
ORDJ03384,6/06/2018,13:04:13,Lunch,TP,"[('Fries', 1), ('Burger', 6), ('Steak', 3), ('Chicken', 1)]",365,-37.7999508,144.9891929,0,11.062,14.8854378
ORDJ08818,7/06/2018,13:14:21,Lunch,TP,"[('Salad', 9), ('Steak', 5)]",379.8,-37.8036459,144.9490246,0,9.918,12.8681665
ORDK09464,1/08/2018,14:55:46,Lunch,BK,"[('Burger', 8), ('Fries', 8), ('Salmon', 3), ('Steak', 10), ('Chicken', 7)]",1069.6,-37.8070767,144.9487011,0,8.813,15.1318388
ORDA06714,23/01/2018,8:40:33,Breakfast,,"[('Eggs', 8), ('Pancake', 4), ('Coffee', 7)]",325.5,-37.8190877,144.9541423,0,8.693,13.7214204
ORDY09222,4/05/2018,12:03:22,Lunch,TP,"[('Fries', 9), ('Salad', 9), ('Chicken', 6), ('Steak', 8), ('Burger', 4)]",938.8,-37.8199269,144.95905,0,7.797,11.5399891
ORDC06317,15/04/2018,11:22:49,Breakfast,NS,"[('Eggs', 7), ('Cereal', 9)]",343,-37.8142125,145.0116775,0,10.878,17.9771296
ORDY09441,19/05/2018,12:33:48,Lunch,TP,"[('Chicken', 3), ('Fries', 1), ('Burger', 7), ('Steak', 5)]",550,-37.8040695,144.9582857,0,9.249,14.8381562
ORDB04193,31/03/2018,10:52:23,Breakfast,TP,"[('Pancake', 5), ('Coffee', 3), ('Cereal', 10)]",353.75,-37.8151696,144.9580941,0,8.235,12.0634781
ORDX04990,17/11/2018,18:38:52,Dinner,,"[('Pasta', 5), ('Shrimp', 10), ('Salmon', 2), ('Fish&Chips', 5)]",934.5,-37.8056135,145.0041517,0,,14.3040911
ORDX02027,3/10/2018,17:07:36,Dinner,BK,"[('Salmon', 8), ('Shrimp', 10)]",868,-37.8120246,144.9518268,0,8.595,15.0530262
ORDC08197,13/07/2018,14:25:21,Lunch,NS,"[('Steak', 6), ('Fries', 9), ('Burger', 4)]",502,37.8144517,145.0076823,0,10.477,15.9122018
ORDX06215,15/09/2018,16:27:02,Dinner,BK,"[('Salmon', 7), ('Fish&Chips', 3), ('Pasta', 4), ('Shrimp', 5)]",772,-37.8104145,144.995982,1,4.524,13.8516822
ORDK09298,7/07/2018,14:15:12,Lunch,BK,"[('Burger', 7), ('Steak', 4), ('Salad', 6), ('Chicken', 7), ('Fries', 7)]",808.2,-37.8056975,144.9414091,0,7.652,17.3615677
ORDZ02307,13/11/2018,18:28:43,Breakfast,NS,"[('Salmon', 9), ('Fish&Chips', 4)]",509,-37.8210144,144.9429268,0,10.197,16.8561475
ORDY00043,23/07/2018,14:45:38,Lunch,TP,"[('Fries', 9), ('Salad', 6), ('Steak', 3), ('Burger', 5)]",501.2,-37.8087173,144.9826053,0,6.216,13.006545
ORDI05354,27/06/2018,13:54:55,Lunch,NS,"[('Chicken', 9), ('Salad', 3)]",339.6,-37.8249605,144.9848557,0,9.511,14.5343602
ORDI00590,5/11/2018,18:08:27,Dinner,bk,"[('Pasta', 10), ('Salmon', 5), ('Shrimp', 6)]",804,-37.8094773,144.9744296,0,7.376,13.5125192
ORDZ05534,2/12/2018,19:09:17,Dinner,NS,"[('Pasta', 1), ('Salmon', 4), ('Shrimp', 9)]",677.5,-37.8211963,144.9883052,0,9.388,17.0096607
ORDI10567,21/10/2018,17:38:01,Dinner,NS,"[('Salmon', 8), ('Pasta', 2), ('Fish&Chips', 1)]",418,-37.8026682,144.9652654,0,6.757,14.7521905
ORDA09850,9/01/2018,8:10:08,Breakfast,BK,"[('Pancake', 1), ('Coffee', 7)]",76.75,37.8131503,144.9594233,1,7.939,6.8386389
ORDC03032,9/03/2018,10:11:49,Breakfast,NS,"[('Pancake', 9), ('Coffee', 1), ('Eggs', 1), ('Cereal', 3)]",310.75,-37.8198506,144.9651242,0,8.739,13.6231204
ORDK06046,7/03/2018,10:01:41,Breakfast,BK,"[('Pancake', 7), ('Cereal', 10)]",379.75,-37.8071735,144.9672781,0,7.044,12.463444
ORDK07302,5/10/2018,17:07:36,Dinner,,"[('Salmon', 7), ('Pasta', 3)]",369.5,-37.8096182,144.9638842,0,,14.104019
ORDX05037,1/11/2018,18:08:27,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 9), ('Shrimp', 8)]",871,37.8247018,144.9821739,0,7.064,13.4049766
ORDX10428,10/03/2018,10:11:49,Breakfast,BK,"[('Coffee', 3), ('Eggs', 8)]",198.5,-37.8168831,144.9644054,0,7.737,14.5367906
ORDC05150,9/05/2018,12:13:31,Lunch,NS,"[('Fries', 1), ('Chicken', 4), ('Steak', 8), ('Salad', 5), ('Burger', 1)]",723,-37.8174734,144.9898764,0,9.22,15.1707681
ORDI02405,22/01/2018,8:40:33,Breakfast,NS,"[('Coffee', 8), ('Pancake', 10)]",302.5,-37.8007815,144.9702703,0,6.095,
ORDZ02830,29/07/2018,14:55:46,Lunch,NS,"[('Burger', 9), ('Salad', 5), ('Steak', 6), ('Chicken', 10), ('Fries', 4)]",1003,-37.8151782,144.9450536,0,9.193,
ORDA05554,25/01/2018,8:40:33,Breakfast,BK,"[('Eggs', 1), ('Cereal', 7)]",169,-37.8081155,144.9602703,0,7.702,12.6415206
ORDC01531,21/01/2018,8:40:33,Breakfast,NS,"[('Eggs', 10), ('Coffee', 7), ('Pancake', 8)]",466.5,-37.8032344,144.9669507,0,6.712,14.0160824
ORDX04279,28/02/2018,9:51:32,Breakfast,BK,"[('Coffee', 4), ('Cereal', 9), ('Eggs', 6)]",351,-37.8062405,144.9319798,0,10.402,15.6175753
ORDI03756,12/11/2018,18:28:43,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 9)]",639,37.8157263,144.9581669,0,8.536,14.2576229
ORDZ04345,24/05/2018,12:43:56,Lunch,NS,"[('Burger', 4), ('Fries', 9), ('Steak', 10), ('Salad', 5), ('Chicken', 3)]",864,-37.8260642,144.9518976,1,10.088,15.9378668
ORDZ04439,3/02/2018,9:00:50,Breakfast,NS,"[('Pancake', 2), ('Eggs', 1), ('Coffee', 6), ('Cereal', 3)]",178.5,-37.8154808,144.9414181,0,9.643,15.7528859
ORDZ00362,6/07/2018,14:05:04,Lunch,NS,"[('Chicken', 6), ('Burger', 1), ('Steak', 7), ('Salad', 1)]",555.2,-37.8133524,144.938444,0,10.228,16.1267853
ORDB01053,26/09/2018,16:47:19,Dinner,,"[('Pasta', 4), ('Fish&Chips', 8), ('Shrimp', 2), ('Salmon', 8)]",826,-37.8057941,144.9557662,0,,13.5631277
ORDY06192,2018-17-07,14:25:21,Lunch,TP,"[('Fries', 5), ('Burger', 6), ('Steak', 5), ('Chicken', 6), ('Salad', 7)]",783.4,-37.8193576,144.9452144,0,9.307,12.4389284
ORDC04651,31/12/2018,20:00:00,Dinner,,"[('Salmon', 1), ('Fish&Chips', 9)]",356,-37.8058626,144.9593204,0,7.667,13.2534213
ORDA07106,28/10/2018,17:58:18,Dinner,bk,"[('Pasta', 2), ('Shrimp', 8), ('Salmon', 9), ('Fish&Chips', 10)]",1206,-37.8088022,144.9485653,0,8.959,17.8762737
ORDX06013,24/04/2018,11:43:05,Breakfast,BK,"[('Eggs', 9), ('Cereal', 5), ('Coffee', 4), ('Pancake', 6)]",478.5,37.8186521,144.9681756,0,7.504,12.4550118
ORDY04760,18/03/2018,10:32:06,Breakfast,TP,"[('Cereal', 5), ('Coffee', 10)]",180,-37.8224777,145.015647,0,12.228,15.9596804
ORDA06590,12/04/2018,11:12:40,Breakfast,bk,"[('Eggs', 6), ('Coffee', 5), ('Pancake', 6), ('Cereal', 8)]",483,-37.8186593,144.965357,0,7.681,12.2745117
ORDC10767,11/08/2018,15:16:03,Lunch,NS,"[('Salad', 1), ('Steak', 10), ('Fries', 1)]",479.2,-37.8056732,144.9368923,0,9.716,17.8121705
ORDK05325,1/11/2018,17:58:18,Dinner,BK,"[('Pasta', 2), ('Shrimp', 6), ('Salmon', 10), ('Fish&Chips', 9)]",1104,-37.8124274,144.946739,0,9.824,17.1178423
ORDX01036,26/04/2018,11:43:05,Breakfast,BK,"[('Eggs', 10), ('Coffee', 6), ('Cereal', 8), ('Pancake', 8)]",627,-37.8190856,144.9528457,0,8.855,13.5007013
ORDK06095,18/10/2018,17:38:01,Dinner,BK,"[('Salmon', 9), ('Pasta', 2), ('Fish&Chips', 7)]",669,-37.8185502,144.9671099,0,7.581,14.7055278
ORDC06848,2018-25-07,14:45:38,Lunch,NS,"[('Chicken', 9), ('Salad', 5), ('Steak', 6)]",644,-37.7997929,144.9636693,0,6.781,12.2362715
ORDK10929,21/11/2018,18:38:52,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 1)]",194,-37.8081803,144.9766356,0,6.232,12.8432669
ORDZ01772,17/04/2018,11:32:57,Breakfast,NS,"[('Coffee', 3), ('Eggs', 7), ('Pancake', 8)]",370.5,-37.8214542,144.9473652,0,9.879,14.9135093
ORDZ04112,9/08/2018,15:16:03,Lunch,NS,"[('Burger', 8), ('Chicken', 6), ('Steak', 8), ('Salad', 6), ('Fries', 4)]",951.2,-37.8225748,144.9545112,0,9.65,15.1912361
ORDB09615,24/01/2018,8:40:33,Breakfast,TP,"[('Eggs', 5), ('Coffee', 2)]",125,-37.8045023,144.9205482,0,11.985,14.5627956
ORDZ05568,18/02/2018,9:31:16,Breakfast,NS,"[('Cereal', 1), ('Coffee', 6)]",66,-37.818545,144.9960999,0,9.814,16.0197082
ORDZ03637,10/01/2018,8:10:08,Breakfast,,"[('Pancake', 8), ('Coffee', 7), ('Eggs', 10), ('Cereal', 8)]",634.5,-37.8256512,144.9600263,1,9.569,6.7937918
ORDC10004,12/04/2018,11:22:49,Breakfast,NS,"[('Pancake', 9), ('Cereal', 5), ('Shrimp', 4)]",353.25,-37.8013481,144.9429151,0,8.761,13.2258352
ORDK05670,2018-29-06,13:54:55,Lunch,BK,"[('Chicken', 3), ('Steak', 10), ('Burger', 9), ('Fries', 6)]",897,-37.8249927,145.0124744,0,5.044,10.5004207
ORDA07115,18/01/2018,8:30:25,Breakfast,BK,"[('Cereal', 3), ('Coffee', 7), ('Eggs', 4), ('Pancake', 5)]",324.75,-37.8058411,144.9317736,1,10.406,7.41462
ORDC09212,17/09/2018,16:37:10,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 1), ('Pasta', 7)]",555.5,-37.8249835,144.94452,0,10.482,16.1660444
ORDY05114,22/11/2018,18:49:00,Dinner,TP,"[('Fish&Chips', 1), ('Pasta', 9)]",282.5,-37.80095,144.9927165,0,11.198,14.8170444
ORDK06356,31/08/2018,15:56:37,Lunch,BK,"[('Chicken', 6), ('Salad', 10), ('Steak', 10), ('Burger', 8), ('Fries', 3)]",1098,-37.805393,144.9576625,0,7.976,13.6706833
ORDI09681,14/12/2018,19:29:34,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 6), ('Salmon', 10), ('Pasta', 7)]",1101.5,-37.8194552,145.01596,0,12.009,17.6195661
ORDI00145,11/05/2018,12:13:31,Lunch,NS,"[('Salad', 4), ('Steak', 6), ('Chicken', 7), ('Fries', 5), ('Burger', 9)]",901.8,37.7970508,144.9931629,0,8.609,14.1551553
ORDC00226,23/10/2018,17:48:10,Dinner,NS,"[('Pasta', 1), ('Fish&Chips', 7), ('Salmon', 6), ('Shrimp', 5)]",788.5,-37.808466,144.9480456,0,8.8,14.991914
ORDI01537,24/05/2018,12:43:56,Lunch,NS,"[('Steak', 8), ('Burger', 8), ('Salad', 10), ('Chicken', 10), ('Fries', 7)]",1184,-37.8132804,144.984748,0,8.525,13.9874338
ORDY03851,2/04/2018,11:02:32,Breakfast,TP,"[('Coffee', 5), ('Pancake', 8), ('Eggs', 3)]",297.5,-37.8063579,144.9592039,0,8.983,11.4091623
ORDJ01619,30/10/2018,17:58:18,Dinner,tp,"[('Pasta', 9), ('Shrimp', 3)]",409.5,-37.8118901,144.9613941,0,8.46,12.8960697
ORDA02195,24/01/2018,8:40:33,Breakfast,BK,"[('Pancake', 10), ('Cereal', 3), ('Coffee', 9)]",373,-37.8071465,144.9336525,0,10.441,15.2721387
ORDJ07785,6/05/2018,12:03:22,Lunch,TP,"[('Salad', 3), ('Chicken', 2)]",115.6,-37.8234936,144.9948725,0,9.862,15.0283543
ORDC02636,16/04/2018,11:22:49,Breakfast,tp,"[('Pancake', 6), ('Cereal', 4), ('Eggs', 7)]",383.5,-37.8135903,144.9572938,0,8.274,13.1514741
ORDA05387,25/08/2018,15:46:28,Lunch,BK,"[('Steak', 5), ('Chicken', 7)]",449,144.9688707,-37.8177896,0,7.755,16.593098
ORDA00237,22/11/2018,18:49:00,Dinner,BK,"[('Shrimp', 2), ('Pasta', 3), ('Salmon', 1)]",231.5,-37.8113228,144.9734694,0,6.81,13.9602439
ORDJ05775,30/12/2018,20:00:00,Dinner,TP,"[('Salmon', 10), ('Pasta', 1)]",437.5,-37.8162664,144.938526,0,10.34,15.6105013
ORDZ04987,14/06/2018,13:24:30,Lunch,NS,"[('Steak', 2), ('Chicken', 4)]",218,-37.8001191,144.9677289,0,6.549,11.4149152
ORDB00071,13/03/2018,10:21:58,Breakfast,,"[('Cereal', 1), ('Pancake', 1), ('Coffee', 10)]",120.25,-37.814204,144.9490543,0,,11.9549778
ORDC08452,11/05/2018,12:13:31,Lunch,,"[('Burger', 6), ('Salad', 2)]",220.4,-37.8046549,145.0019024,0,9.278,14.319278
ORDJ04645,23/07/2018,14:45:38,Lunch,TP,"[('Salad', 3), ('Steak', 6), ('Fries', 4), ('Burger', 7)]",586.6,-37.8213709,144.9669813,0,7.535,11.3502159
ORDZ07131,23/09/2018,16:47:19,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 6)]",251,-37.8089317,144.9489188,0,8.846,16.8741352
ORDC05388,19/03/2018,10:32:06,Dinner,NS,"[('Eggs', 2), ('Coffee', 1), ('Cereal', 6), ('Pancake', 9)]",395.75,-37.8020834,144.947903,0,8.345,13.5807232
ORDZ00947,7/03/2018,10:01:41,Breakfast,NS,"[('Cereal', 1), ('Eggs', 10)]",241,-37.8191473,144.9847422,0,9.009,14.2710347
ORDJ05871,31/05/2018,12:54:05,Lunch,TP,"[('Steak', 6), ('Salad', 3), ('Fries', 6), ('Burger', 6), ('Chicken', 2)]",643.6,-37.8058765,144.9560741,0,7.813,12.3231389
ORDB00011,15/04/2018,11:22:49,Breakfast,TP,"[('Pancake', 6), ('Cereal', 2), ('Eggs', 4), ('Coffee', 1)]",283,-37.8135406,145.0103946,1,12.191,16.2465703
ORDJ09334,29/08/2018,15:56:37,Lunch,TP,"[('Fries', 2), ('Salad', 2), ('Chicken', 6)]",250.4,-37.8103627,144.9607907,1,8.544,12.1025063
ORDJ10054,17/05/2018,12:23:39,Lunch,TP,"[('Salad', 3), ('Chicken', 9), ('Steak', 4), ('Fries', 4)]",567.6,-37.803875,144.9583647,0,9.262,12.8517152
ORDC04239,19/12/2018,19:39:43,Dinner,NS,"[('Shrimp', 1), ('Pasta', 4), ('Salmon', 9)]",507,-37.8251364,144.9898498,0,9.78,16.3772525
ORDZ04710,3/06/2018,13:04:13,Lunch,NS,"[('Salad', 6), ('Burger', 8), ('Fries', 1), ('Steak', 6), ('Chicken', 10)]",953.2,-37.8165345,144.9710393,0,8.031,15.5438644
ORDA08178,21/02/2018,9:41:24,Breakfast,BK,"[('Cereal', 8), ('Pancake', 3), ('Coffee', 6)]",285.75,-37.8067428,144.9322051,0,10.39,15.3816583
ORDC04382,27/08/2018,15:46:28,Lunch,NS,"[('Burger', 3), ('Steak', 4)]",273,-37.8268226,144.9279964,0,11.791,16.7882213
ORDK05232,26/07/2018,14:45:38,Lunch,BK,"[('Steak', 3), ('Chicken', 10), ('Fries', 2), ('Salad', 5)]",565,-37.8050581,144.9343681,0,10.568,16.310131
ORDB02236,7/08/2018,15:16:03,Lunch,TP,"[('Steak', 7), ('Burger', 9)]",594,-37.8095112,144.9721459,0,9.076,12.717095
ORDZ03906,18/07/2018,14:35:29,Lunch,NS,"[('Burger', 6), ('Steak', 7), ('Chicken', 1), ('Fries', 5), ('Salad', 3)]",644.6,-37.8115712,144.9684629,0,7.437,13.0215012
ORDA08403,29/06/2018,13:54:55,Lunch,BK,"[('Burger', 5), ('Chicken', 2), ('Fries', 2), ('Salad', 3)]",294.6,-37.8006194,145.0102248,0,4.548,9.985603
ORDA00597,8/03/2018,10:11:49,Breakfast,ns,"[('Eggs', 6), ('Cereal', 3), ('Pancake', 10)]",437.5,-37.8187627,144.9833005,0,6.425,11.0570645
ORDC06718,25/09/2018,16:47:19,Dinner,NS,"[('Shrimp', 9), ('Salmon', 3), ('Fish&Chips', 8), ('Pasta', 8)]",1109,-37.801495,144.9675869,0,6.719,12.7609408
ORDB03368,26/10/2018,17:48:10,Dinner,TP,"[('Pasta', 8), ('Salmon', 1), ('Shrimp', 9)]",747,-37.8118576,144.9458988,0,9.841,13.4804392
ORDI09187,4/03/2018,10:01:41,Breakfast,NS,"[('Coffee', 9), ('Cereal', 10)]",509.4,-37.8019515,144.9683576,0,6.389,13.781012
ORDX00546,12/04/2018,11:22:49,Breakfast,BK,"[('Pancake', 3), ('Cereal', 2), ('Coffee', 5)]",152.25,-37.8013481,144.9429151,0,9.453,14.2824712
ORDC01423,1/03/2018,9:51:32,Breakfast,NS,"[('Cereal', 8), ('Eggs', 5), ('Coffee', 10), ('Pancake', 7)]",522.75,-37.7992696,144.9873399,0,7.828,
ORDJ08937,26/06/2018,13:44:47,Lunch,,"[('Steak', 6), ('Salad', 8), ('Fries', 8)]",503.6,-37.8246047,144.9846313,0,,12.4942721
ORDC06748,2/07/2018,13:54:55,Lunch,NS,"[('Fries', 2), ('Chicken', 7)]",248,-37.8097758,144.93699,0,9.917,15.6324476
ORDZ06000,11/04/2018,11:12:40,Breakfast,NS,"[('Pancake', 1), ('Eggs', 1), ('Coffee', 6), ('Cereal', 9)]",280.25,-37.8030255,144.9488558,0,8.336,12.9853213
ORDC06471,31/10/2018,17:58:18,Dinner,NS,"[('Shrimp', 7), ('Salmon', 4), ('Fish&Chips', 2), ('Pasta', 9)]",859.5,-37.8168076,144.9994885,0,9.977,15.8400204
ORDZ00722,26/05/2018,12:43:56,Lunch,NS,"[('Fries', 7), ('Salad', 6), ('Chicken', 8)]",443.2,-37.8251853,144.9512525,0,10.133,17.3987041
ORDJ02958,23/05/2018,12:43:56,Lunch,TP,"[('Fries', 1), ('Chicken', 8), ('Burger', 2)]",330,-37.8146613,144.9854064,0,9.495,13.0855173
ORDJ05534,18/05/2018,12:33:48,Lunch,TP,"[('Salad', 9), ('Fries', 6), ('Burger', 6), ('Steak', 2)]",502.8,-37.8011401,144.9569322,1,9.597,13.0332591
ORDB10773,2018-30-08,15:56:37,Lunch,TP,"[('Burger', 5), ('Steak', 2)]",245,-37.8095619,144.9391788,0,10.71,14.0346051
ORDI08923,8/12/2018,19:19:26,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 8), ('Shrimp', 10)]",903,-37.8242187,144.9537168,0,9.876,17.9744442
ORDA04314,3/08/2018,15:05:54,Lunch,BK,"[('Fries', 6), ('Burger', 8), ('Steak', 1)]",365,-37.8122756,144.973739,0,6.776,12.7150667
ORDY07653,9/12/2018,19:19:26,Dinner,TP,"[('Salmon', 2), ('Shrimp', 3), ('Pasta', 3)]",326.5,37.8174369,144.9952241,0,10.225,15.6441512
ORDK02420,17/01/2018,8:30:25,Breakfast,BK,"[('Coffee', 5), ('Pancake', 6), ('Eggs', 8)]",359,-37.8093821,144.9603619,1,7.786,6.6276275
ORDX08114,2018-24-08,15:46:28,Lunch,BK,"[('Steak', 9), ('Salad', 7)]",525.4,-37.8175855,144.9689222,0,7.755,13.8047822
ORDK06495,3/10/2018,17:07:36,Dinner,BK,"[('Fish&Chips', 6), ('Pasta', 5)]",347.5,-37.8087898,144.9573786,0,7.989,14.4259464
ORDX02308,30/09/2018,16:57:27,Breakfast,BK,"[('Fish&Chips', 1), ('Pasta', 4), ('Shrimp', 1), ('Salmon', 8)]",527,-37.8055972,144.9761336,0,6.541,15.3579723
ORDZ09275,1/03/2018,9:51:32,Breakfast,NS,"[('Pancake', 9), ('Coffee', 4), ('Cereal', 4)]",332.25,-37.8201205,144.9400868,0,10.089,15.3658097
ORDY08519,2/06/2018,13:04:13,Lunch,TP,"[('Steak', 1), ('Chicken', 3), ('Fries', 3), ('Burger', 4)]",301,-37.8019728,144.9825285,0,10.382,15.1763748
ORDA05652,18/03/2018,10:32:06,Breakfast,BK,"[('Pancake', 9), ('Coffee', 2), ('Cereal', 5), ('Eggs', 3)]",404.25,-37.8113706,144.9728774,0,6.807,14.1024188
ORDY02546,24/05/2018,12:43:56,Lunch,TP,"[('Salad', 7), ('Steak', 6), ('Burger', 10), ('Chicken', 10)]",1020.4,-37.8136649,144.9878231,0,9.841,12.6629789
ORDI05597,9/08/2018,15:16:03,Lunch,NS,"[('Fries', 3), ('Chicken', 3), ('Steak', 6), ('Burger', 5)]",557,-37.7989032,144.9626467,0,6.926,12.1478752
ORDJ00187,18/07/2018,14:35:29,Dinner,TP,"[('Salad', 8), ('Burger', 9), ('Fries', 2), ('Chicken', 7)]",664.6,-37.8223324,144.9553418,0,8.222,12.4944246
ORDZ00409,9/05/2018,12:13:31,Lunch,NS,"[('Burger', 3), ('Steak', 4), ('Salad', 3), ('Fries', 2), ('Chicken', 1)]",380.6,-37.799374,144.9642458,0,6.796,12.0517993
ORDK01262,19/12/2018,19:39:43,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 3), ('Pasta', 7)]",338.5,-37.8148459,144.9375409,0,9.947,17.4380631
ORDI01110,14/09/2018,16:27:02,Dinner,NS,"[('Salmon', 2), ('Shrimp', 5)]",814.5,-37.812587,144.965275,0,7.733,13.1940818
ORDI04226,7/06/2018,13:14:21,Lunch,NS,"[('Burger', 5), ('Steak', 9), ('Chicken', 4), ('Fries', 7), ('Salad', 6)]",875.2,-37.8155763,144.9579948,0,8.574,14.1503042
ORDC09177,5/08/2018,15:05:54,Lunch,NS,"[('Burger', 2), ('Steak', 5), ('Chicken', 10)]",607,-37.8141123,144.9520479,0,8.643,16.1280963
ORDB05243,1/11/2018,18:08:27,Dinner,TP,"[('Salmon', 7), ('Shrimp', 1), ('Fish&Chips', 10)]",691,-37.8210664,144.9440588,0,9.284,13.8295252
ORDK07293,11/09/2018,16:27:02,Dinner,BK,"[('Pancake', 9), ('Fish&Chips', 3), ('Pasta', 3), ('Salmon', 4)]",837.5,-37.8082448,144.968892,0,6.921,13.6198884
ORDB07122,27/01/2018,8:50:42,Breakfast,TP,"[('Eggs', 10), ('Cereal', 9)]",409,-37.8197193,144.941013,0,9.769,13.3396224
ORDK03690,30/10/2018,17:58:18,Dinner,BK,"[('Salmon', 9), ('Pasta', 5), ('Fish&Chips', 4), ('Shrimp', 6)]",505,-37.8216454,144.9944913,0,5.661,12.0067624
ORDA06129,12/08/2018,15:26:11,Lunch,BK,"[('Chicken', 10), ('Fries', 10)]",440,-37.8131764,144.9692124,0,7.247,15.3930422
ORDA04753,2/10/2018,17:07:36,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 10), ('Salmon', 6), ('Shrimp', 10)]",1411,-37.8025047,144.9629879,0,7.821,14.353906
ORDZ05095,7/08/2018,15:16:03,Lunch,NS,"[('Salad', 10), ('Fries', 4)]",220,-37.8112181,144.9583727,1,7.94,13.2205914
ORDC07507,14/12/2018,19:29:34,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 8), ('Pasta', 5), ('Shrimp', 8)]",1177.5,-37.8179629,144.932101,0,10.413,15.2921408
ORDZ03827,20/01/2018,8:30:25,Breakfast,NS,"[('Eggs', 1), ('Coffee', 5), ('Pancake', 7), ('Cereal', 3)]",292.25,-37.7986457,144.9333648,0,9.566,16.5397078
ORDB03569,24/06/2018,13:44:47,Lunch,TP,"[('Burger', 10), ('Chicken', 7), ('Steak', 7), ('Fries', 7), ('Salad', 1)]",950.2,-37.8107116,144.9461332,0,9.714,14.5427354
ORDA08117,26/01/2018,8:40:33,Breakfast,,"[('Pancake', 2), ('Cereal', 2), ('Eggs', 9)]",288.5,-37.8253735,144.9952678,0,5.912,11.3437703
ORDJ04412,14/01/2018,8:20:16,Breakfast,TP,"[('Pancake', 10), ('Eggs', 3), ('Coffee', 7), ('Salad', 2)]",403,-37.8173966,144.988347,1,9.529,6.5812366
ORDC09528,3/04/2018,11:02:32,Breakfast,,"[('Coffee', 7), ('Cereal', 3), ('Eggs', 6)]",247.5,-37.8106201,144.9849928,0,,12.6170163
ORDK10955,18/09/2018,16:37:10,Dinner,BK,"[('Salmon', 10), ('Pasta', 3), ('Fish&Chips', 7), ('Shrimp', 9)]",1223.5,-37.807073,144.9578573,0,8.179,14.8281997
ORDA07267,8/04/2018,11:12:40,Breakfast,bk,"[('Cereal', 6), ('Eggs', 2), ('Pancake', 2)]",218.5,-37.8158075,144.9615259,0,7.957,15.5959633
ORDZ09633,24/12/2018,19:49:51,Dinner,NS,"[('Pasta', 6), ('Fish&Chips', 3), ('Shrimp', 2)]",378,-37.8112129,144.9596654,0,7.85,14.5005989
ORDK10318,2018-26-12,20:00:00,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 6)]",320,-37.8156306,144.9582346,0,8.191,14.300678
ORDI09134,23/07/2018,14:45:38,Lunch,NS,"[('Burger', 1), ('Steak', 3), ('Chicken', 8), ('Fries', 3), ('Salad', 7)]",578.4,-37.81184,144.9892453,0,8.734,13.5000249
ORDJ00733,27/02/2018,9:51:32,Breakfast,TP,"[('Coffee', 1), ('Cereal', 1)]",28.5,37.8063831,144.9323713,0,10.978,13.4543632
ORDY09161,13/06/2018,13:24:30,Lunch,TP,"[('Steak', 7), ('Burger', 1)]",346,-37.8050751,144.9715944,0,9.758,13.0366904
ORDZ07169,11/04/2018,11:12:40,Breakfast,NS,"[('Pancake', 9), ('Coffee', 8)]",278.25,-37.8039339,144.9920078,0,8.327,
ORDK10065,22/05/2018,12:43:56,Lunch,,"[('Chicken', 2), ('Salad', 2), ('Burger', 2), ('Steak', 4)]",340.4,-37.8182368,144.9961532,0,5.136,10.7117972
ORDA08079,25/08/2018,15:46:28,Lunch,BK,"[('Fries', 6), ('Salad', 8)]",209.6,-37.8128227,145.0109342,0,3.627,
ORDX04122,15/10/2018,17:27:53,Dinner,BK,"[('Pasta', 3), ('Salmon', 2), ('Fish&Chips', 9)]",479.5,37.8154001,144.9997466,0,4.59,11.6916791
ORDJ05984,13/04/2018,11:22:49,Breakfast,TP,"[('Coffee', 5), ('Eggs', 8)]",213.5,-37.8209866,144.9761296,0,8.556,11.1476121
ORDK08065,1/05/2018,11:53:14,Breakfast,BK,"[('Coffee', 8), ('Eggs', 4)]",148,-37.8044542,144.9707468,0,7.17,11.8913275
ORDZ10221,29/05/2018,12:54:05,Lunch,NS,"[('Burger', 4), ('Steak', 4), ('Fries', 2)]",328,-37.816983,145.0108768,1,10.939,15.8740249
